,ExpName,Date,Session,Monitor_Name,Monitor_Size(pix),FrameRate,Distance(cm),Participant,Sex,Age,Test_Eye,BG_Color,Fix_Pos(pix),Fix_Size(pix),Fix_Color,Cursor_Color,Cursor_Size(pix),Flickering(Hz),Mode,H_Trials,HT_N,V_Trials,VT_N,H_Clicks,H_Points,V_Clicks,V_Points,BS_Center,Raw_BS_Vertices,BS_Vertices,BS_width,BS_height,Staircase,Validation
0,BS_mapping,2023-07-28_14h58.41.582,R,testMonitor,"(3840, 2160)",60,57,cz,male,24,RIGHT,"(128, 128, 128)","[-300, 0]",40,"(255, 255, 255)","(255, 255, 255)",12,20,Low,"[0, -109.5]",2,[918.5],1,"[(774.0, 0), (1063.0, 0), (735.0, -109.5), (1082.0, -109.5)]","[(735.0, -109.5), (1082.0, -109.5)]","[(918.5, 107.0), (918.5, -326.0)]","[(918.5, -326.0), (918.5, 107.0)]","(918.5, -109.5)","[(918.5, 107.0), (735.0, -109.5), (918.5, -326.0), (1082.0, -109.5)]","[(918.5, 107.0), (735.0, -109.5), (918.5, -326.0), (1082.0, -109.5)]",347.0,433.0,False,No
