,ExpName,Date,Session,Monitor_Name,Monitor_Size(pix),FrameRate,Distance(cm),Participant,Sex,Age,Test_Eye,BG_Color,Fix_Pos(pix),Fix_Size(pix),Fix_Color,Cursor_Color,Cursor_Size(pix),Flickering(Hz),Mode,H_Trials,HT_N,V_Trials,VT_N,H_Clicks,H_Points,V_Clicks,V_Points,BS_Center,Raw_BS_Vertices,BS_Vertices,BS_width,BS_height,Staircase,Validation
0,BS_mapping,2023-08-16_15h53.41.228,L,testMonitor,"(3840, 2160)",60,57,SV008,male,24,LEFT,"(128, 128, 128)","[300, 0]",40,"(255, 255, 255)","(255, 255, 255)",12,20,Low,"[0, -195.0]",2,[-1242.9166666666665],1,"[(-1189.0, 0), (-1330.0, 0), (-1040.0, 0), (-1204.0, 0), (-1353.0, 0), (-1021.0, -195.0), (-1459.0, -195.0), (-1097.0, -195.0), (-1489.0, -195.0)]","[(-1474.0, -195.0), (-1059.0, -195.0)]","[(-1242.9166666666665, 172.0), (-1242.9166666666665, -562.0)]","[(-1242.9166666666665, -562.0), (-1242.9166666666665, 172.0)]","(-1242.9166666666665, -195.0)","[(-1242.9166666666665, 172.0), (-1474.0, -195.0), (-1242.9166666666665, -562.0), (-1059.0, -195.0)]","[(-1242.9166666666665, 172.0), (-1474.0, -195.0), (-1242.9166666666665, -562.0), (-1059.0, -195.0)]",415.0,734.0,False,No
